"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Modular/Assets/Closet_Geo/01/SM_closet_base_01_mat.SM_closet_base_01_mat","0","23","1","1","13.525538","0","143"
"/Game/Modular/Assets/Closet_Geo/01/SM_closet_beer_01_mat.SM_closet_beer_01_mat","0","23","1","1","13.782384","0","126"
"/Game/Modular/Assets/Closet_Geo/01/SM_closet_glass_01_mat.SM_closet_glass_01_mat","0","23","1","1","14.255467","0","162"
"/Game/Modular/Assets/Closet_Geo/02/SM_closet_02_mat.SM_closet_02_mat","0","23","1","1","13.432792","0","168"
"/Game/Modular/Assets/Closet_Geo/06/SM_closet_wardrobe_02_mat.SM_closet_wardrobe_02_mat","0","23","1","1","14.357918","0","201"
"/Game/Modular/Assets/Curtains_Geo/RST_wall_curtains_mat.RST_wall_curtains_mat","0","23","1","1","14.149952","0","152"
"/Game/Modular/Assets/Curtains_Geo/RST_wall_curtains_up_mat.RST_wall_curtains_up_mat","0","23","1","1","14.225169","0","162"
"/Game/Modular/Assets/Desk_Geo/01/RST_desk_mat.RST_desk_mat","0","23","1","1","14.743165","0","184"
"/Game/Modular/Assets/Desk_Geo/Balcon/LZR_balcon_great_mat.LZR_balcon_great_mat","0","23","7","1","16.533150","0","179"
"/Game/Modular/Assets/Desk_Geo/Balcon/LZR_balcon_small_mat.LZR_balcon_small_mat","0","23","1","1","16.592541","0","136"
"/Game/Modular/Assets/Desk_Geo/Balcon/RST_balcon_great_mat.RST_balcon_great_mat","0","23","1","1","16.493305","0","154"
"/Game/Modular/Assets/Desk_Geo/Balcon/RST_balcon_small_mat.RST_balcon_small_mat","0","23","1","1","16.257254","0","152"
"/Game/Modular/Assets/Desk_Geo/LZR_desk_chair_mat.LZR_desk_chair_mat","0","23","1","1","16.356152","0","131"
"/Game/Modular/Assets/Door_Geo/LZR_balcon_door_mat.LZR_balcon_door_mat","0","23","1","1","16.531796","0","179"
"/Game/Modular/Assets/Door_Geo/LZR_door_outside_mat.LZR_door_outside_mat","0","23","1","1","16.314009","0","146"
"/Game/Modular/Assets/Sofa_Chair_Geo/LZR_balcon_chair_mat.LZR_balcon_chair_mat","0","23","1","1","16.553282","0","145"
"/Game/Modular/Assets/Sofa_Chair_Geo/LZR_chair_mat.LZR_chair_mat","0","23","1","1","16.644075","0","204"
"/Game/Modular/Assets/Sofa_Chair_Geo/LZR_sofa_small_mat.LZR_sofa_small_mat","0","23","1","1","16.717598","0","171"
"/Game/Modular/Assets/Sofa_Chair_Geo/RST_chair_dinner_mat.RST_chair_dinner_mat","0","23","1","1","16.439144","0","178"
"/Game/Modular/Assets/Wall_Sides_Geo/LZR_wall_door_mat.LZR_wall_door_mat","0","23","1","1","16.627377","0","131"
"/Game/Modular/Assets/Wall_Sides_Geo/LZR_wall_mat.LZR_wall_mat","0","23","1","1","16.385098","0","150"
"/Game/Modular/Assets/Wall_Sides_Geo/LZR_wall_window_mat.LZR_wall_window_mat","0","23","1","1","16.616262","0","178"
"/Game/Modular/Assets/Wall_Sides_Geo/RST_wall_mat.RST_wall_mat","0","23","1","1","16.369749","0","151"
"/Game/Modular/Assets/Wall_Sides_Geo/wall_center_01_mat.wall_center_01_mat","0","23","1","1","16.327332","0","151"
"/Game/Modular/Assets/Wall_Sides_Geo/wall_center_02_mat.wall_center_02_mat","0","23","1","1","16.349493","0","126"
"/Game/Modular/Assets/Wall_Sides_Geo/wall_center_03_mat.wall_center_03_mat","0","23","1","1","16.357994","0","132"
"/Game/Modular/Assets/Wall_Sides_Geo/wall_center_04_mat.wall_center_04_mat","0","23","1","1","16.348200","0","201"
"/Game/Modular/Assets/Wall_Sides_Geo/Wall_closed_03_mat.Wall_closed_03_mat","0","23","1","1","16.341928","0","118"
"/Game/PNCTookit/PNCGame/Scenes/Shared/Materials/M_InteractionVolume.M_InteractionVolume","0","0","9","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Characters/Mannequin3D/Character/Materials/M_Man_Chest_Logo.M_Man_Chest_Logo","0","0","60","1","0.000000","0","60"
"/Game/Characters/Jehan2/Material/M_Roupa.M_Roupa","0","0","28","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","0","19","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_sofa_geo/CBN_wall_closet_mat.CBN_wall_closet_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_curtains_geo/CBN_curtain_closed_mat.CBN_curtain_closed_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_curtains_geo/CBN_curtain_open_mat.CBN_curtain_open_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_wall_geo/CBN_wall_back_door_mat.CBN_wall_back_door_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_floor_ceiling_geo/CBN_floor_mat.CBN_floor_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_sofa_geo/CBN_sofa_mat.CBN_sofa_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_wall_geo/CBN_wall_back_mat.CBN_wall_back_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_wall_geo/CBN_wall_exterior_mat.CBN_wall_exterior_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_wall_geo/CBN_wall_exterior_sides_mat.CBN_wall_exterior_sides_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_wall_geo/CBN_wall_sides_mat.CBN_wall_sides_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_wall_geo/CBN_wall_front_mat.CBN_wall_front_mat","0","0","23","1","0.000000","0","0"
"/Game/Modular/Assets/Door_Geo/CBN_wall_front_door_mat.CBN_wall_front_door_mat","0","23","1","1","16.367916","0","173"
"/Game/Modular/Assets/Closet_Geo/05/SM_closet_wardrobe_01_mat.SM_closet_wardrobe_01_mat","0","14","1","1","9.747588","0","72"
"/Game/Characters/Jehan2/Material/M_Corpo.M_Corpo","0","28","1","1","19.493832","0","182"
"/Game/Characters/Catharine/Catharine_mat.Catharine_mat","0","28","1","1","19.537096","0","195"
"/Game/Characters/Gabrielle/chair_mat.chair_mat","0","28","1","1","19.469042","0","234"
"/Game/Characters/Guillaume/Guilaume_mat.Guilaume_mat","0","28","1","1","19.492468","0","206"
"/Game/Characters/Meursault_NPC/Meursauld_mat.Meursauld_mat","0","28","1","1","19.552954","0","196"
"/Game/Modular/Assets/Item_Geo/02/ITEM_drink_mat.ITEM_drink_mat","0","14","1","1","9.711595","0","64"
"/Game/Modular/Assets/Item_Geo/03/ITEM_lemon_mat.ITEM_lemon_mat","0","14","4","1","9.737670","0","57"
"/Game/Modular/Assets/Item_Geo/05/ITEM_vodka_mat.ITEM_vodka_mat","0","14","1","1","9.720691","0","42"
"/Game/Material/M_Outline.M_Outline","0","0","6","1","0.000000","0","0"
"/Game/Modular/Assets/SM_objects_geo/SM_book_closet_01_mat.SM_book_closet_01_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Assets/SM_objects_geo/SM_book_open_01_mat.SM_book_open_01_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Assets/SM_objects_geo/SM_desk_01_mat.SM_desk_01_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Assets/SM_objects_geo/SM_planilha_01_mat.SM_planilha_01_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Assets/SM_objects_geo/SM_retrato_mat.SM_retrato_mat","0","0","14","1","0.000000","0","0"
"/Game/Modular/Material/M_Ceiling.M_Ceiling","0","0","25","1","0.000000","0","0"
"/Game/Modular/Material/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/Modular/Material/M_floor.M_floor","0","0","23","1","0.000000","0","0"
"/Game/Modular/Material/M_wall.M_wall","0","0","25","1","0.000000","0","0"
"/Game/Modular/Material/M_wall_Door_001.M_wall_Door_001","0","0","25","1","0.000000","0","0"
"/Game/Modular/Material/M_wall_L.M_wall_L","0","0","25","1","0.000000","0","0"
"/Game/Modular/Assets/CBN_wall_geo/CBN_wall_exterior_sides_door_mat.CBN_wall_exterior_sides_door_mat","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","27","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Scenes/Shared/Effects/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Scenes/Shared/Effects/Materials/M_Leaf.M_Leaf","0","0","176","1","0.000000","0","0"
"/Game/Modular/Material/M_wall_window.M_wall_window","0","0","16","1","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection.HDRI_Projection","0","0","69","3","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Characters/Mannequin3D/Character/Materials/M_Man_Body.M_Man_Body","0","0","60","1","0.000000","0","0"
"/Game/PNCTookit/PNCGame/Scenes/Shared/Materials/M_Global_Interactive_Material_Base.M_Global_Interactive_Material_Base","0","0","37","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Base.M_GoodSky_Base","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","0","4","1","0.000000","0","0"
